@RELATION segments

@ATTRIBUTE seg-0 REAL
@ATTRIBUTE seg-1 REAL
@ATTRIBUTE seg-2 REAL
@ATTRIBUTE seg-3 REAL
@ATTRIBUTE seg-4 REAL
@ATTRIBUTE class {AFIB,ASYS,B,BI,HGEA,N,NOD,PM,SBR,SVTA,VER,VF,VFL,VT}

@DATA
156,152,152,147,150,BI
150,156,150,150,113,BI
179,156,154,151,92,BI
203,157,155,151,174,BI
86,185,159,155,151,BI
127,162,154,152,155,BI
152,150,150,151,152,BI
153,152,151,154,151,BI
151,149,150,154,156,BI
153,148,150,150,153,BI
156,151,151,150,152,BI
113,186,153,154,157,BI
151,150,149,111,56,BI
148,149,149,149,151,BI
152,155,147,152,151,BI
156,114,186,153,152,BI
155,153,155,153,150,BI
149,149,149,150,154,BI
152,155,150,155,157,BI
156,151,151,151,151,BI
155,155,152,152,111,BI
186,156,155,154,128,BI
166,154,151,151,154,BI
154,157,155,150,151,BI
151,154,157,157,150,BI
149,149,151,157,151,BI
152,148,151,150,150,BI
151,155,158,155,152,BI
144,149,151,151,152,BI
150,152,174,127,150,BI
153,156,158,154,150,BI
148,150,154,153,157,BI
156,150,151,110,186,BI
159,157,154,151,147,BI
149,115,180,157,157,BI
154,155,155,157,153,BI
153,150,179,124,151,BI
153,150,156,155,159,BI
155,155,149,152,155,BI
154,156,151,157,154,BI
151,150,153,154,153,BI
154,153,152,152,153,BI
111,188,156,157,155,BI
120,179,156,152,156,BI
155,152,152,152,151,BI
152,155,151,153,149,BI
153,154,155,152,150,BI
151,154,157,153,154,BI
150,150,153,150,154,BI
154,156,150,152,148,BI
154,157,155,151,149,BI
153,153,155,156,153,BI
154,150,153,151,154,BI
157,153,151,150,149,BI
154,156,152,152,154,BI
153,156,148,150,154,BI
158,157,153,147,150,BI
154,154,158,155,149,BI
151,151,155,157,156,BI
150,153,148,154,154,BI
155,156,153,153,151,BI
150,153,157,158,151,BI
154,152,155,156,153,BI
153,153,155,155,153,BI
154,156,160,155,155,BI
149,154,154,153,157,BI
155,155,152,154,153,BI
157,158,156,155,149,BI
151,151,152,154,155,BI
153,150,151,153,154,BI
159,152,151,148,154,BI
152,153,156,154,158,BI
150,150,150,152,154,BI
156,156,151,151,148,BI
152,151,156,156,155,BI
155,153,151,156,156,BI
152,154,152,152,153,BI
152,153,156,156,154,BI
150,150,155,157,154,BI
154,152,154,159,154,BI
158,149,148,148,150,BI
149,151,153,152,153,BI
149,154,154,153,157,BI
156,159,154,158,154,BI
155,151,152,152,153,BI
154,155,149,151,154,BI
157,155,155,151,151,BI
154,156,156,151,154,BI
154,174,126,150,157,BI
154,155,147,151,156,BI
158,153,155,174,127,BI
155,148,154,149,152,BI
153,155,149,148,150,BI
149,152,151,150,146,BI
148,147,150,152,149,BI
147,145,112,178,154,BI
150,149,142,140,150,BI
90,50,60,70,70,VT
70,60,70,70,60,VT
140,140,150,110,180,BI
150,140,150,140,120,BI
50,130,120,170,150,BI
140,150,140,150,150,BI
150,140,150,150,140,BI
150,150,140,150,150,BI
150,140,150,240,140,BI
150,90,130,80,100,BI
130,40,220,150,150,BI
140,150,150,150,150,BI
150,150,140,150,150,BI
150,150,150,150,150,BI
150,150,150,160,150,BI
150,150,150,140,160,BI
140,160,150,150,150,BI
150,150,150,150,160,BI
150,150,150,150,150,BI
150,150,160,140,160,BI
140,160,150,150,150,BI
150,150,150,160,150,BI
150,150,150,150,150,BI
150,150,150,150,150,BI
150,160,150,150,150,BI
150,160,150,150,140,BI
150,160,150,160,140,BI
160,150,150,150,150,BI
160,160,160,160,150,BI
190,130,150,150,150,BI
160,160,150,150,160,BI
150,160,150,160,160,BI
150,150,160,150,150,BI
160,160,160,150,160,BI
150,160,160,160,160,BI
150,160,150,160,160,BI
160,160,180,130,160,BI
150,160,160,160,150,BI
160,160,150,160,160,BI
160,160,150,160,160,BI
160,160,150,160,160,BI
160,150,160,160,150,BI
160,150,120,190,160,BI
170,150,160,160,150,BI
160,160,160,110,200,BI
160,160,150,160,160,BI
150,160,160,150,160,BI
160,160,150,160,160,BI
150,160,160,160,150,BI
160,160,150,150,160,BI
160,160,150,150,150,BI
150,160,160,170,130,BI
160,150,150,150,150,BI
160,150,150,160,150,BI
160,150,160,150,150,BI
160,150,150,150,150,BI
150,150,160,150,150,BI
160,170,130,160,150,BI
150,150,150,160,160,BI
150,140,180,130,150,BI
160,150,150,150,150,BI
150,150,150,160,140,BI
160,140,150,160,150,BI
150,150,150,150,160,BI
140,150,160,150,140,BI
160,150,150,150,150,BI
150,110,170,150,160,BI
140,160,150,150,150,BI
150,150,150,160,140,BI
150,150,140,160,150,BI
150,150,160,150,140,BI
150,160,160,140,150,BI
150,150,150,140,150,BI
160,150,150,150,150,BI
140,160,150,150,150,BI
150,140,160,140,160,BI
150,150,150,140,150,BI
140,160,150,150,140,BI
150,150,150,150,150,BI
150,150,150,150,150,BI
150,150,140,120,170,BI
150,140,150,150,150,BI
150,140,150,150,150,BI
150,150,150,160,140,BI
150,140,120,160,150,BI
140,150,140,90,200,BI
150,140,150,130,160,BI
140,150,150,150,150,BI
150,140,140,150,150,BI
150,140,150,140,150,BI
140,150,140,110,180,BI
140,150,140,150,140,BI
150,150,150,130,150,BI
140,120,180,140,150,BI
140,150,140,140,150,BI
150,140,150,140,150,BI
120,170,150,150,150,BI
140,140,140,150,140,BI
120,170,150,150,140,BI
180,80,180,150,150,BI
150,150,140,140,150,BI
150,110,170,150,150,BI
160,140,150,150,140,BI
150,150,150,150,140,BI
150,150,110,180,150,BI
150,140,150,140,150,BI
150,140,150,80,210,BI
150,150,150,150,150,BI
150,140,150,150,140,BI
150,150,150,140,150,BI
150,150,150,150,140,BI
150,150,150,150,150,BI
150,140,150,150,140,BI
150,150,150,150,150,BI
150,140,140,150,150,BI
140,150,150,160,150,BI
140,140,150,140,150,BI
140,150,140,110,180,BI
160,140,150,90,200,BI
160,150,140,140,150,BI
140,140,150,140,140,BI
150,110,170,150,150,BI
140,150,140,150,150,BI
160,150,140,150,170,BI
80,180,150,150,140,BI
140,150,140,140,150,BI
150,90,200,150,150,BI
150,140,150,150,150,BI
150,140,140,150,150,BI
150,150,150,150,140,BI
150,150,150,140,150,BI
110,170,160,150,140,BI
130,160,160,150,150,BI
140,150,150,140,160,BI
140,150,150,140,150,BI
150,150,150,150,140,BI
150,150,150,150,150,BI
140,150,150,150,150,BI
140,150,150,150,140,BI
150,150,150,150,150,BI
150,150,150,150,150,BI
150,150,150,140,150,BI
150,150,150,150,150,BI
150,150,150,150,150,BI
150,150,150,140,150,BI
150,160,150,150,140,BI
150,170,130,150,150,BI
150,140,150,150,160,BI
150,150,150,140,150,BI
150,150,140,160,150,BI
150,140,150,150,150,BI
150,140,150,150,160,BI
140,150,150,140,150,BI
180,140,130,140,160,BI
110,160,150,150,140,BI
150,140,150,150,120,BI
170,150,140,150,80,BI
100,130,160,120,110,BI
80,140,130,70,70,BI
80,250,410,180,530,BI
2320,3500,30,80,90,BI
180,50,260,310,220,BI
80,110,60,550,190,BI
40,110,2090,1000,6230,BI
1830,1100,980,960,440,BI
360,230,1910,560,1120,BI
250,310,560,190,140,BI
150,130,210,200,240,BI
240,240,290,140,80,BI
190,140,140,140,90,BI
190,140,140,90,190,BI
140,130,150,140,130,BI
140,140,140,110,110,BI
190,140,150,140,140,BI
130,140,80,110,90,BI
170,390,540,140,100,BI
180,150,140,80,190,BI
150,140,140,140,130,BI
140,90,190,140,140,BI
90,190,140,60,50,BI
90,70,90,80,150,BI
100,140,80,200,140,BI
130,140,140,140,80,BI
190,140,140,140,140,BI
140,140,130,140,140,BI
140,140,140,140,140,BI
140,100,200,80,220,BI
3180,100,2710,90,40,BI
110,40,120,1270,2720,BI
110,4320,130,1270,270,BI
120,70,90,140,130,BI
150,150,270,140,130,BI
140,140,130,140,130,BI
140,140,130,190,30,BI
110,130,100,180,160,BI
450,90,170,140,140,BI
90,180,130,130,140,BI
80,190,140,130,130,BI
110,150,140,130,140,BI
120,150,130,140,130,BI
80,180,140,140,130,BI
120,140,130,140,130,BI
80,180,140,140,110,BI
140,140,140,110,150,BI
140,130,130,130,130,BI
90,180,130,130,130,BI
130,90,170,140,130,BI
80,180,130,130,130,BI
140,130,140,130,130,BI
130,120,130,150,60,BI
180,140,130,120,150,BI
130,120,140,130,130,BI
110,160,130,140,80,BI
180,140,140,130,90,BI
180,130,130,130,80,BI
180,140,140,90,170,BI
130,120,150,140,140,BI
130,130,120,140,100,BI
160,140,140,130,130,BI
130,130,80,180,130,BI
140,110,150,140,130,BI
120,130,110,150,100,BI
170,80,180,130,130,BI
130,80,180,130,140,BI
120,140,120,140,80,BI
170,130,140,120,80,BI
180,130,130,130,80,BI
170,130,130,130,80,BI
170,130,130,120,130,BI
80,170,130,130,120,BI
130,130,80,170,130,BI
130,120,130,110,140,BI
130,130,130,80,170,BI
120,130,130,130,120,BI
130,130,120,130,120,BI
80,170,130,130,130,BI
120,130,130,130,120,BI
90,170,120,130,120,BI
130,150,110,120,150,BI
130,150,140,130,110,BI
160,140,130,120,130,BI
140,110,120,130,80,BI
170,130,130,120,80,BI
160,130,130,120,130,BI
120,130,120,80,170,BI
130,120,130,120,130,BI
120,130,120,130,80,BI
160,130,130,130,120,BI
120,120,130,130,120,BI
130,130,130,130,120,BI
150,100,130,130,80,BI
170,120,130,120,90,BI
170,120,130,130,90,BI
160,120,130,120,90,BI
190,100,130,130,80,BI
160,130,130,120,120,BI
140,120,130,120,120,BI
130,130,130,120,130,BI
140,100,130,120,80,BI
170,130,120,130,130,BI
130,120,120,130,80,BI
170,130,130,80,160,BI
130,130,120,80,170,BI
130,120,130,120,130,BI
130,110,140,120,130,BI
120,80,170,120,130,BI
120,80,170,130,130,BI
80,170,120,130,130,BI
80,170,130,130,80,BI
170,130,130,130,120,BI
90,160,130,130,80,BI
160,130,130,120,120,BI
130,130,120,130,120,BI
80,170,140,120,130,BI
120,120,130,130,120,BI
80,160,130,130,80,BI
160,130,120,130,120,BI
130,120,130,120,120,BI
130,130,130,120,120,BI
120,130,130,120,80,BI
170,130,120,140,120,BI
110,130,130,130,120,BI
130,120,130,120,130,BI
130,80,170,120,130,BI
120,90,160,130,120,BI
130,90,160,130,130,BI
120,130,120,120,130,BI
130,120,130,120,130,BI
130,120,140,110,130,BI
130,120,130,120,130,BI
120,130,140,110,120,BI
130,120,90,160,130,BI
140,120,130,110,120,BI
130,130,130,130,120,BI
120,130,130,120,130,BI
130,120,130,120,80,BI
170,130,130,120,90,BI
160,140,130,110,130,BI
120,120,130,130,130,BI
130,120,130,120,80,BI
170,120,130,130,80,BI
180,120,130,120,130,BI
130,130,130,80,170,BI
130,130,110,130,130,BI
130,130,110,140,130,BI
130,110,140,140,130,BI
120,150,110,120,80,BI
180,120,130,130,130,BI
120,130,120,130,120,BI
130,120,120,130,130,BI
120,120,130,130,120,BI
130,120,90,160,130,BI
120,130,120,130,130,BI
130,80,160,130,120,BI
120,130,80,170,130,BI
130,80,160,130,130,BI
120,130,130,120,130,BI
120,130,120,90,170,BI
120,130,120,80,170,BI
130,130,130,120,90,BI
170,120,130,120,80,BI
180,130,130,120,120,BI
140,120,130,130,130,BI
120,130,120,130,130,BI
120,130,130,120,80,BI
180,120,130,130,130,BI
80,170,130,130,150,BI
50,170,140,130,80,BI
170,130,130,120,80,BI
170,120,130,130,120,BI
140,120,120,130,120,BI
130,130,70,180,140,BI
120,80,170,120,130,BI
130,80,170,130,130,BI
80,170,130,130,130,BI
120,120,130,130,130,BI
80,170,130,130,130,BI
130,130,130,110,140,BI
130,130,130,120,130,BI
130,90,170,130,130,BI
90,160,140,130,80,BI
170,130,130,90,170,BI
130,130,110,140,130,BI
140,70,180,130,130,BI
110,150,130,130,80,BI
170,130,130,80,180,BI
130,130,110,140,130,BI
130,80,170,130,130,BI
110,130,130,130,110,BI
140,140,130,110,150,BI
130,120,130,130,110,BI
150,130,130,80,170,BI
130,130,110,140,130,BI
130,90,170,130,130,BI
110,140,130,130,130,BI
90,170,140,120,110,BI
140,130,140,110,140,BI
130,140,80,160,130,BI
130,110,150,130,130,BI
80,170,130,130,110,BI
150,130,130,90,160,BI
130,140,70,180,160,BI
120,160,140,140,110,BI
70,100,140,130,110,BI
140,130,130,100,160,BI
130,130,100,150,130,BI
140,80,170,130,130,BI
90,170,130,140,70,BI
180,130,140,80,170,BI
130,140,100,140,140,BI
130,90,160,130,130,BI
80,170,130,130,80,BI
170,130,130,80,180,BI
120,140,100,160,130,BI
150,150,90,190,140,BI
140,140,80,190,130,BI
130,110,140,140,130,BI
110,170,120,140,110,BI
140,130,130,90,180,BI
130,160,80,140,130,BI
140,100,160,130,130,BI
110,70,90,120,140,BI
120,130,140,130,100,BI
150,140,130,110,150,BI
140,130,110,140,140,BI
130,110,190,150,150,BI
100,180,140,150,140,BI
110,150,130,140,110,BI
150,140,130,110,150,BI
140,130,110,150,130,BI
130,110,160,130,140,BI
100,150,140,130,110,BI
160,130,130,110,150,BI
130,140,100,150,140,BI
130,100,160,130,130,BI
110,150,130,130,110,BI
150,140,140,100,150,BI
140,130,110,170,120,BI
130,110,180,160,140,BI
140,100,190,150,130,BI
130,140,130,120,140,BI
140,130,110,150,140,BI
130,110,150,140,140,BI
110,180,160,90,190,BI
150,150,110,170,130,BI
130,110,170,160,150,BI
110,180,140,140,140,BI
100,180,130,140,110,BI
150,130,140,110,170,BI
120,130,120,140,140,BI
130,110,170,170,90,BI
200,140,140,80,190,BI
130,140,80,180,140,BI
140,110,140,140,130,BI
110,160,140,130,110,BI
150,140,130,130,130,BI
110,150,140,130,110,BI
150,140,130,150,120,BI
110,150,130,140,110,BI
150,140,130,110,160,BI
150,160,150,130,160,BI
140,140,110,160,140,BI
130,110,150,140,130,BI
110,150,140,140,100,BI
160,140,130,110,150,BI
140,160,80,160,140,BI
140,110,150,140,130,BI
110,160,140,130,110,BI
160,140,130,110,150,BI
140,130,140,130,110,BI
160,130,140,110,150,BI
140,140,110,150,140,BI
130,110,170,120,120,BI
140,140,130,130,110,BI
170,130,130,120,200,BI
150,150,140,90,190,BI
140,120,150,130,120,BI
140,140,140,110,170,BI
120,130,130,140,140,BI
130,110,160,130,130,BI
110,150,140,130,110,BI
160,130,130,110,160,BI
140,130,120,160,120,BI
130,130,140,130,120,BI
150,140,140,80,170,BI
140,140,110,80,130,BI
140,90,190,150,130,BI
110,170,120,120,140,BI
140,130,120,140,140,BI
140,100,160,130,130,BI
120,140,140,140,110,BI
150,130,130,130,130,BI
90,170,140,130,80,BI
180,140,140,160,120,BI
180,150,140,120,150,BI
140,130,140,80,190,BI
130,140,130,120,150,BI
140,110,150,130,140,BI
80,180,140,130,120,BI
150,130,140,140,120,BI
140,140,130,140,80,BI
190,140,140,110,210,BI
150,150,140,130,150,BI
140,140,130,110,70,BI
100,130,130,130,120,BI
140,140,140,80,190,BI
130,140,140,130,90,BI
180,130,140,80,180,BI
140,170,150,110,170,BI
150,90,190,140,140,BI
110,110,70,60,90,VFL
90,60,70,120,60,VFL
60,60,60,60,60,VFL
60,60,60,60,60,VFL
60,90,100,90,70,VFL
90,100,70,70,90,VFL
140,110,170,140,150,BI
140,140,120,150,140,BI
130,110,150,140,130,BI
110,150,130,130,110,BI
150,140,140,110,150,BI
130,130,110,160,140,BI
130,90,180,130,140,BI
80,180,150,130,80,BI
180,140,130,80,200,BI
170,160,140,140,120,BI
160,130,140,140,80,BI
180,140,140,100,170,BI
130,140,130,130,130,BI
140,80,190,140,140,BI
130,120,140,140,130,BI
140,80,180,140,140,BI
110,150,140,140,80,BI
140,150,150,170,140,BI
140,140,140,150,140,BI
140,140,110,170,130,BI
140,140,140,130,110,BI
150,140,130,110,160,BI
140,130,110,150,140,BI
140,110,160,140,130,BI
70,190,140,170,160,BI
140,150,150,140,140,BI
150,120,170,150,120,BI
150,140,140,110,150,BI
140,130,110,110,180,BI
140,130,80,180,140,BI
130,110,110,170,140,BI
90,170,130,90,170,BI
150,130,110,80,90,BI
120,130,160,170,130,BI
160,90,70,100,160,BI
80,110,80,80,120,BI
60,90,40,40,230,BI
920,100,520,110,180,BI
150,150,140,80,180,BI
130,140,130,120,200,BI
90,70,80,60,70,VFL
50,70,60,60,60,VFL
70,60,60,60,60,VFL
60,70,190,30,130,VFL
40,80,60,70,120,VFL
40,60,100,60,70,VFL
60,60,80,80,120,VFL
60,130,50,100,140,VFL
70,60,120,60,110,VFL
70,110,60,60,60,VFL
130,210,60,70,110,VFL
40,100,100,100,120,VFL
40,140,60,70,160,VFL
60,110,70,70,70,VFL
70,70,70,70,90,VFL
40,70,70,60,100,VFL
40,100,70,30,80,VFL
60,80,100,70,30,VFL
70,70,70,70,60,VFL
100,70,40,90,80,VFL
70,30,70,70,70,VFL
100,40,70,70,90,VFL
40,70,70,90,70,VFL
30,150,100,60,70,VFL
40,100,70,100,70,VFL
100,60,40,70,100,VFL
70,30,100,40,70,VFL
70,70,90,140,60,VFL
40,100,60,40,70,VFL
100,40,90,80,60,VFL
70,70,60,140,60,VFL
70,60,30,180,40,VFL
100,40,160,70,60,VFL
70,70,60,70,70,VFL
70,60,130,50,160,VFL
140,130,130,70,70,VFL
30,70,70,70,100,VFL
70,30,70,70,100,VFL
60,170,100,200,40,VFL
90,70,70,60,70,VFL
60,60,70,60,30,VFL
90,80,120,70,90,VFL
100,100,50,70,70,VFL
80,70,140,70,100,VFL
40,100,70,100,60,VFL
60,80,40,80,40,VFL
50,80,40,60,70,VFL
70,90,180,30,60,VFL
60,60,90,60,70,VFL
70,60,130,60,70,VFL
130,70,60,60,70,VFL
70,60,70,60,70,VFL
80,150,130,120,120,BI
130,80,160,120,130,BI
120,120,80,170,130,BI
120,120,130,80,160,BI
130,130,120,150,50,BI
170,130,130,120,140,BI
150,144,84,196,146,BI
140,84,191,143,143,BI
82,196,144,139,82,BI
178,154,106,113,112,BI
54,151,158,143,145,BI
85,198,142,138,83,BI
194,148,140,84,194,BI
142,143,111,167,144,BI
143,113,53,108,151,BI
139,139,87,195,148,BI
139,113,147,135,130,BI
89,167,134,132,121,BI
138,131,131,89,170,BI
131,140,85,173,130,BI
131,123,131,134,141,BI
117,202,142,132,121,BI
135,133,135,121,148,BI
134,151,109,182,145,BI
137,120,56,91,134,BI
131,140,114,193,151,BI
145,85,192,136,139,BI
116,175,144,141,85,BI
189,147,138,90,193,BI
148,141,88,193,145,BI
140,91,181,153,141,BI
88,188,143,141,88,BI
182,132,134,123,159,BI
162,147,89,193,141,BI
136,146,138,147,143,BI
89,190,144,141,89,BI
186,143,134,126,53,BI
130,105,84,196,138,BI
136,125,55,135,122,BI
142,140,93,187,140,BI
130,130,129,83,217,BI
148,142,90,190,144,BI
141,90,182,144,145,BI
92,186,139,132,127,BI
136,109,185,146,138,BI
123,150,138,140,144,BI
138,142,139,127,146,BI
145,134,130,130,132,BI
135,113,186,145,141,BI
130,140,136,146,84,BI
193,144,137,133,146,BI
138,132,130,135,111,BI
184,144,138,129,146,BI
132,129,127,125,133,BI
129,130,83,172,131,BI
131,129,131,85,168,BI
130,129,128,130,81,BI
175,129,145,109,186,BI
141,138,141,127,126,BI
129,129,131,152,152,BI
138,141,122,144,129,BI
129,127,82,183,154,BI
145,89,180,135,128,BI
130,127,131,130,133,BI
132,128,84,195,165,BI
147,141,138,127,128,BI
128,156,141,142,153,BI
125,139,134,129,138,BI
131,149,119,112,188,BI
138,137,136,135,125,BI
132,83,178,134,133,BI
126,130,84,185,116,BI
169,142,138,122,144,BI
139,179,96,84,179,BI
140,134,140,132,136,BI
142,136,136,140,134,BI
138,141,237,188,145,BI
143,128,83,90,126,BI
125,78,168,69,69,VT
67,37,97,68,69,VT
130,146,146,138,123,BI
151,143,136,121,149,BI
143,143,118,162,140,BI
135,116,163,143,137,BI
87,183,142,138,119,BI
78,93,128,141,130,BI
116,160,141,135,94,BI
184,142,135,87,180,BI
141,133,88,182,140,BI
129,86,178,136,136,BI
138,136,87,179,141,BI
134,139,136,140,136,BI
136,136,88,182,140,BI
136,137,132,135,131,BI
86,181,139,131,139,BI
138,137,135,88,179,BI
138,136,137,135,87,BI
179,141,131,137,133,BI
87,181,142,135,134,BI
130,86,179,144,135,BI
134,135,85,179,140,BI
133,136,133,88,179,BI
138,133,85,175,139,BI
133,138,133,85,178,BI
138,131,87,180,137,BI
131,87,177,139,135,BI
89,181,139,133,134,BI
133,88,177,140,134,BI
137,131,85,177,140,BI
141,140,135,87,173,BI
136,132,136,134,87,BI
176,137,132,88,175,BI
139,133,136,137,114,BI
148,140,134,139,132,BI
117,149,141,134,138,BI
134,87,178,139,130,BI
136,134,87,178,136,BI
132,137,137,90,178,BI
141,131,135,135,88,BI
179,140,132,134,133,BI
88,173,139,134,136,BI
132,134,132,133,137,BI
138,131,138,133,135,BI
136,135,136,137,137,BI
136,135,135,133,134,BI
135,136,135,136,132,BI
135,135,134,137,136,BI
136,129,137,136,134,BI
137,138,139,92,125,BI
190,136,159,111,138,BI
138,139,137,137,130,BI
133,135,138,137,139,BI
137,136,84,179,138,BI
141,135,131,86,184,BI
138,133,84,191,143,BI
135,81,178,135,134,BI
83,180,135,133,86,BI
178,139,130,84,165,BI
139,135,85,179,140,BI
137,87,175,69,239,BI
140,207,66,68,71,BI
69,67,65,71,70,BI
70,108,87,42,124,BI
140,136,130,134,138,BI
1500,70,90,160,110,VFL
70,80,70,80,100,VFL
70,70,70,250,110,VFL
70,80,70,150,30,VFL
90,120,50,80,100,VFL
50,120,130,190,80,VFL
70,100,50,50,40,VFL
100,130,70,70,70,VFL
70,70,70,70,70,VFL
70,70,40,80,70,VFL
70,40,80,70,70,VFL
80,40,140,40,70,VFL
80,80,80,100,40,VFL
80,70,80,160,70,VFL
80,70,80,110,70,VFL
30,120,110,70,80,VFL
80,70,200,80,100,VFL
240,170,120,80,70,VFL
100,40,150,100,70,VFL
80,40,140,70,40,VFL
140,70,70,70,70,VFL
150,110,30,150,140,VFL
70,70,70,70,70,VFL
70,80,70,80,70,VFL
70,80,70,70,70,VFL
50,80,80,80,70,VFL
70,70,70,80,20,VFL
120,80,70,70,50,VFL
90,80,70,70,50,VFL
100,70,80,70,70,VFL
80,70,70,70,70,VFL
80,70,70,80,70,VFL
70,70,80,70,70,VFL
80,70,60,80,80,VFL
80,70,50,80,80,VFL
80,80,140,80,90,VFL
70,70,180,110,250,VFL
40,110,210,660,350,VFL
70,110,70,70,130,VF
190,100,40,100,70,VF
40,70,60,80,70,VF
70,60,140,100,100,VF
60,110,60,70,80,VF
60,70,70,60,80,VF
100,40,100,100,60,VF
60,60,120,30,140,VF
70,110,40,70,140,VF
70,70,130,70,140,VF
80,70,110,60,100,VF
110,80,130,160,40,VF
460,200,250,80,70,VF
400,200,180,250,100,VF
100,70,70,200,70,VF
130,270,70,70,70,VF
70,140,60,70,70,VF
200,70,70,60,80,VF
160,130,200,250,250,HGEA
220,190,230,190,180,HGEA
90,40,130,160,140,HGEA
170,80,170,150,140,HGEA
130,180,70,90,90,HGEA
180,110,130,150,150,HGEA
130,180,110,130,190,HGEA
110,130,80,80,110,HGEA
90,130,110,110,150,HGEA
210,140,90,180,100,HGEA
130,140,130,90,170,HGEA
80,130,160,80,60,HGEA
60,40,170,140,80,HGEA
240,110,120,200,120,HGEA
170,290,100,130,80,HGEA
100,90,40,150,180,HGEA
90,160,150,120,150,HGEA
200,100,140,120,180,HGEA
180,70,130,210,120,HGEA
180,80,160,140,140,HGEA
120,150,150,140,120,HGEA
160,140,180,30,210,HGEA
150,70,210,170,40,HGEA
200,140,130,130,150,HGEA
160,140,170,90,120,HGEA
140,170,90,190,140,HGEA
140,190,90,150,180,HGEA
90,160,150,120,170,HGEA
170,100,190,150,140,HGEA
120,150,170,90,190,HGEA
150,140,220,40,150,HGEA
130,140,140,160,180,HGEA
120,70,160,90,130,VT
70,70,60,70,130,VT
70,90,70,100,60,VT
40,100,100,70,60,VT
70,130,30,140,70,VT
30,40,120,80,60,VT
40,140,70,70,70,VT
30,70,110,40,70,VT
100,40,100,30,110,VT
140,180,110,30,70,VT
100,150,120,110,80,VT
120,70,110,30,210,VT
30,80,190,40,80,VF
80,70,180,140,200,VF
100,130,170,90,120,VF
130,130,140,160,160,VF
140,80,80,90,140,VF
130,130,120,120,130,VF
130,130,70,80,80,VF
80,130,90,90,90,VF
70,70,200,70,90,VF
100,70,160,110,90,VF
40,100,90,100,100,VF
60,140,130,100,100,VF
100,40,70,100,100,VF
170,70,140,60,130,VF
40,70,190,70,110,VF
70,160,190,40,40,VF
80,330,80,200,80,VF
190,70,70,80,70,VF
100,130,70,70,70,VF
70,160,30,70,40,VF
80,100,60,130,140,VF
40,80,120,60,120,VF
70,110,40,120,120,VF
80,110,120,140,90,VF
100,130,70,90,80,VF
240,70,80,100,120,VF
70,130,100,40,130,VF
100,110,80,80,60,VF
70,70,50,140,70,VF
70,70,40,110,30,VF
140,40,110,70,110,VF
70,80,70,70,70,VF
40,110,100,40,90,VF
80,70,100,110,90,VF
130,70,80,80,90,VF
50,140,70,70,40,VF
680,1360,290,40,90,VF
60,80,70,60,110,VF
30,60,70,70,220,VF
60,100,50,60,90,VF
190,130,120,70,160,VF
50,70,70,60,80,VF
80,140,150,70,70,VF
70,70,60,80,70,VF
110,70,60,70,80,VF
70,110,70,70,60,VF
70,80,80,70,70,VF
70,70,80,80,60,VF
80,80,80,200,60,VF
80,80,80,70,40,VF
100,150,180,70,40,VF
70,60,70,90,150,VF
100,70,60,40,80,VF
60,70,100,90,60,VF
90,100,80,40,100,VF
70,70,100,70,60,VF
140,50,90,120,50,VF
210,90,40,70,70,VF
50,110,130,70,70,VF
40,90,70,100,120,VF
40,110,150,60,50,VF
60,100,40,110,90,VF
90,70,40,90,80,VF
80,90,50,100,110,VF
110,110,110,60,80,VF
130,80,70,120,40,VF
90,30,160,40,130,VF
70,110,40,80,70,VF
200,70,80,90,40,VF
130,80,110,120,90,VF
60,110,90,130,30,VF
90,80,30,60,350,VF
90,40,110,80,80,VF
80,80,170,50,80,VF
210,140,60,40,120,VF
90,80,140,120,70,VF
140,80,70,80,240,VF
70,130,80,60,140,VF
130,40,60,70,40,VF
80,60,130,70,80,VF
110,90,40,80,40,VF
60,100,60,40,120,VF
60,60,60,130,120,VF
30,80,120,80,70,VF
60,50,240,110,80,VF
170,150,70,90,40,VF
60,130,90,40,60,VF
140,130,50,90,110,VF
70,140,40,170,80,VF
70,80,70,70,150,VF
140,70,70,70,80,VF
110,110,40,70,40,VF
70,70,100,90,80,VF
110,50,80,100,100,VF
120,140,40,80,70,VF
70,40,140,90,60,VF
140,130,60,140,120,VF
120,70,240,80,50,VF
70,40,130,60,40,VF
200,60,150,150,60,VF
60,120,240,30,120,VF
130,120,30,70,130,VF
60,80,80,40,160,VF
70,50,100,80,60,VF
50,90,130,30,70,VF
70,90,60,50,70,VF
110,30,90,60,120,VF
190,120,120,40,100,VF
70,60,170,80,60,VF
90,40,90,40,70,VF
60,80,60,40,130,VF
50,70,40,100,40,VF
60,70,90,60,50,VF
50,80,60,70,140,VF
70,80,80,60,70,VF
90,70,50,80,110,VF
80,90,40,110,50,VF
120,30,90,70,30,VF
110,90,50,130,40,VF
90,110,130,130,30,VF
60,130,40,90,90,VF
170,70,40,160,150,VF
70,90,110,100,150,VF
30,180,130,70,80,VF
70,70,140,90,30,VF
120,40,160,80,60,VF
130,80,70,70,70,VF
70,70,90,110,120,VF
80,110,70,160,60,VF
70,110,60,150,50,VF
90,30,150,90,210,VF
60,140,140,150,60,VF
100,150,110,140,150,VF
70,210,70,140,60,VF
170,40,120,70,100,VF
180,140,80,80,80,VF
120,170,70,70,210,VF
190,40,90,80,40,VF
150,110,50,100,80,VF
50,100,80,70,80,VF
80,70,70,80,70,VF
