@RELATION segments

@ATTRIBUTE seg-0 REAL
@ATTRIBUTE seg-1 REAL
@ATTRIBUTE seg-2 REAL
@ATTRIBUTE seg-3 REAL
@ATTRIBUTE seg-4 REAL
@ATTRIBUTE class {AFIB,B-VT-VF-VFL-ASYS,BI,HGEA-N-NOD-PM-SBR-VER,SVTA}

@DATA
150,150,170,170,170,HGEA-N-NOD-PM-SBR-VER
160,140,150,170,170,HGEA-N-NOD-PM-SBR-VER
160,160,170,160,170,HGEA-N-NOD-PM-SBR-VER
170,170,170,160,180,HGEA-N-NOD-PM-SBR-VER
100,120,120,120,140,HGEA-N-NOD-PM-SBR-VER
130,120,80,140,120,HGEA-N-NOD-PM-SBR-VER
110,110,130,130,130,HGEA-N-NOD-PM-SBR-VER
100,100,130,110,100,HGEA-N-NOD-PM-SBR-VER
120,120,100,210,180,HGEA-N-NOD-PM-SBR-VER
120,160,90,100,100,HGEA-N-NOD-PM-SBR-VER
130,140,90,120,110,HGEA-N-NOD-PM-SBR-VER
110,100,110,130,120,HGEA-N-NOD-PM-SBR-VER
110,110,110,240,120,HGEA-N-NOD-PM-SBR-VER
110,120,110,120,120,HGEA-N-NOD-PM-SBR-VER
120,120,130,100,120,HGEA-N-NOD-PM-SBR-VER
120,100,130,120,210,HGEA-N-NOD-PM-SBR-VER
100,120,90,110,110,HGEA-N-NOD-PM-SBR-VER
110,240,120,130,130,HGEA-N-NOD-PM-SBR-VER
130,150,150,120,160,HGEA-N-NOD-PM-SBR-VER
130,140,140,110,100,HGEA-N-NOD-PM-SBR-VER
150,130,110,100,150,HGEA-N-NOD-PM-SBR-VER
160,150,120,130,130,HGEA-N-NOD-PM-SBR-VER
140,50,170,120,120,B-VT-VF-VFL-ASYS
90,180,90,150,120,B-VT-VF-VFL-ASYS
150,100,110,40,100,B-VT-VF-VFL-ASYS
90,130,100,310,130,B-VT-VF-VFL-ASYS
120,150,140,90,150,B-VT-VF-VFL-ASYS
110,120,110,80,140,B-VT-VF-VFL-ASYS
140,130,90,120,90,B-VT-VF-VFL-ASYS
100,120,150,100,110,B-VT-VF-VFL-ASYS
90,190,120,130,90,B-VT-VF-VFL-ASYS
120,100,130,170,150,B-VT-VF-VFL-ASYS
90,130,110,90,110,B-VT-VF-VFL-ASYS
130,280,140,120,110,B-VT-VF-VFL-ASYS
90,140,140,130,130,B-VT-VF-VFL-ASYS
120,100,140,160,150,B-VT-VF-VFL-ASYS
80,120,140,280,150,B-VT-VF-VFL-ASYS
110,150,140,150,100,B-VT-VF-VFL-ASYS
110,140,130,80,140,B-VT-VF-VFL-ASYS
120,90,130,160,110,B-VT-VF-VFL-ASYS
130,90,160,110,90,B-VT-VF-VFL-ASYS
180,90,110,100,80,B-VT-VF-VFL-ASYS
110,120,80,170,100,B-VT-VF-VFL-ASYS
80,140,100,150,110,B-VT-VF-VFL-ASYS
90,110,100,110,120,B-VT-VF-VFL-ASYS
90,150,100,150,100,B-VT-VF-VFL-ASYS
120,140,90,140,80,B-VT-VF-VFL-ASYS
120,140,90,150,80,B-VT-VF-VFL-ASYS
80,110,90,90,110,B-VT-VF-VFL-ASYS
130,130,140,90,140,B-VT-VF-VFL-ASYS
90,80,150,50,280,B-VT-VF-VFL-ASYS
80,90,90,200,50,B-VT-VF-VFL-ASYS
40,80,90,90,80,B-VT-VF-VFL-ASYS
100,130,100,90,140,B-VT-VF-VFL-ASYS
50,40,90,80,90,B-VT-VF-VFL-ASYS
90,90,90,90,90,B-VT-VF-VFL-ASYS
40,190,90,120,100,B-VT-VF-VFL-ASYS
140,130,130,330,140,B-VT-VF-VFL-ASYS
70,50,40,80,180,B-VT-VF-VFL-ASYS
140,120,50,90,130,B-VT-VF-VFL-ASYS
50,90,40,100,50,B-VT-VF-VFL-ASYS
80,170,90,90,90,B-VT-VF-VFL-ASYS
90,90,90,90,90,B-VT-VF-VFL-ASYS
90,80,100,90,80,B-VT-VF-VFL-ASYS
80,150,80,90,120,SVTA
130,90,90,150,80,SVTA
160,100,100,90,150,B-VT-VF-VFL-ASYS
50,80,80,90,50,B-VT-VF-VFL-ASYS
80,60,70,60,60,B-VT-VF-VFL-ASYS
60,70,60,70,60,B-VT-VF-VFL-ASYS
80,130,130,70,30,B-VT-VF-VFL-ASYS
110,40,70,130,40,B-VT-VF-VFL-ASYS
90,80,100,130,110,SVTA
90,100,120,90,80,SVTA
80,140,90,80,90,SVTA
90,120,100,90,80,SVTA
90,100,90,120,140,SVTA
100,90,130,110,110,SVTA
90,110,100,100,90,SVTA
100,90,90,120,100,SVTA
100,110,100,90,90,SVTA
90,90,90,90,110,SVTA
100,90,120,110,100,SVTA
90,80,100,110,100,SVTA
100,120,100,100,100,SVTA
90,110,90,110,110,SVTA
120,120,130,100,90,SVTA
100,90,90,100,120,SVTA
90,90,90,100,90,SVTA
120,130,70,140,80,SVTA
100,110,100,90,90,SVTA
100,90,100,90,90,SVTA
90,100,90,80,100,SVTA
90,100,110,80,110,SVTA
90,80,90,90,180,SVTA
100,100,110,90,100,SVTA
110,90,70,90,100,SVTA
100,140,50,80,80,SVTA
90,90,90,130,130,SVTA
50,160,130,110,80,SVTA
90,90,100,90,100,SVTA
90,120,100,90,340,SVTA
80,160,90,90,90,SVTA
110,100,100,90,110,SVTA
40,130,50,40,90,B-VT-VF-VFL-ASYS
150,110,40,50,80,B-VT-VF-VFL-ASYS
100,130,50,40,160,B-VT-VF-VFL-ASYS
30,250,120,140,90,B-VT-VF-VFL-ASYS
50,90,80,300,100,B-VT-VF-VFL-ASYS
50,50,140,50,100,B-VT-VF-VFL-ASYS
40,90,50,100,50,B-VT-VF-VFL-ASYS
90,40,100,150,40,B-VT-VF-VFL-ASYS
90,140,40,120,90,B-VT-VF-VFL-ASYS
220,170,40,50,100,B-VT-VF-VFL-ASYS
90,50,80,50,150,B-VT-VF-VFL-ASYS
110,170,140,50,180,B-VT-VF-VFL-ASYS
40,90,100,90,40,B-VT-VF-VFL-ASYS
240,70,140,90,40,B-VT-VF-VFL-ASYS
110,140,50,50,90,B-VT-VF-VFL-ASYS
50,100,280,160,40,B-VT-VF-VFL-ASYS
150,100,40,190,100,B-VT-VF-VFL-ASYS
190,40,110,70,90,B-VT-VF-VFL-ASYS
60,130,160,140,240,B-VT-VF-VFL-ASYS
80,170,90,190,50,B-VT-VF-VFL-ASYS
220,70,50,100,170,B-VT-VF-VFL-ASYS
50,190,100,50,90,B-VT-VF-VFL-ASYS
170,90,150,100,80,B-VT-VF-VFL-ASYS
90,140,70,120,40,B-VT-VF-VFL-ASYS
100,60,130,50,90,B-VT-VF-VFL-ASYS
30,260,180,110,90,B-VT-VF-VFL-ASYS
210,50,220,210,140,B-VT-VF-VFL-ASYS
220,120,140,160,50,B-VT-VF-VFL-ASYS
40,130,100,50,130,B-VT-VF-VFL-ASYS
40,150,60,20,90,B-VT-VF-VFL-ASYS
1260,310,260,460,290,B-VT-VF-VFL-ASYS
140,140,140,140,140,B-VT-VF-VFL-ASYS
140,140,140,140,130,B-VT-VF-VFL-ASYS
140,150,140,140,130,B-VT-VF-VFL-ASYS
140,140,140,140,140,B-VT-VF-VFL-ASYS
140,90,50,90,40,B-VT-VF-VFL-ASYS
140,170,100,160,110,B-VT-VF-VFL-ASYS
100,40,160,110,100,B-VT-VF-VFL-ASYS
180,40,100,150,80,B-VT-VF-VFL-ASYS
140,160,60,80,160,B-VT-VF-VFL-ASYS
110,120,160,100,40,B-VT-VF-VFL-ASYS
130,90,160,140,100,B-VT-VF-VFL-ASYS
40,140,50,90,150,B-VT-VF-VFL-ASYS
120,90,50,170,110,B-VT-VF-VFL-ASYS
150,140,90,180,140,B-VT-VF-VFL-ASYS
150,140,80,40,200,B-VT-VF-VFL-ASYS
140,100,240,60,150,B-VT-VF-VFL-ASYS
140,150,140,140,150,B-VT-VF-VFL-ASYS
40,240,100,150,190,B-VT-VF-VFL-ASYS
50,90,140,170,80,B-VT-VF-VFL-ASYS
70,170,120,150,100,B-VT-VF-VFL-ASYS
40,110,30,160,100,B-VT-VF-VFL-ASYS
150,110,200,150,100,HGEA-N-NOD-PM-SBR-VER
200,150,150,150,110,HGEA-N-NOD-PM-SBR-VER
200,150,100,200,160,HGEA-N-NOD-PM-SBR-VER
150,150,100,220,150,HGEA-N-NOD-PM-SBR-VER
100,210,160,150,150,HGEA-N-NOD-PM-SBR-VER
160,150,160,160,160,HGEA-N-NOD-PM-SBR-VER
160,160,160,160,160,HGEA-N-NOD-PM-SBR-VER
160,160,160,150,160,HGEA-N-NOD-PM-SBR-VER
160,160,160,150,160,HGEA-N-NOD-PM-SBR-VER
160,150,160,150,160,HGEA-N-NOD-PM-SBR-VER
150,160,150,160,150,HGEA-N-NOD-PM-SBR-VER
160,150,160,140,170,HGEA-N-NOD-PM-SBR-VER
160,160,150,150,160,HGEA-N-NOD-PM-SBR-VER
160,160,150,160,150,HGEA-N-NOD-PM-SBR-VER
160,160,160,150,150,HGEA-N-NOD-PM-SBR-VER
160,160,150,160,150,HGEA-N-NOD-PM-SBR-VER
160,150,160,160,150,HGEA-N-NOD-PM-SBR-VER
160,150,150,160,160,HGEA-N-NOD-PM-SBR-VER
150,160,150,160,150,HGEA-N-NOD-PM-SBR-VER
160,160,160,160,150,HGEA-N-NOD-PM-SBR-VER
160,160,160,160,150,HGEA-N-NOD-PM-SBR-VER
160,150,160,160,160,HGEA-N-NOD-PM-SBR-VER
150,160,150,160,160,HGEA-N-NOD-PM-SBR-VER
150,160,160,150,160,HGEA-N-NOD-PM-SBR-VER
150,160,150,160,150,HGEA-N-NOD-PM-SBR-VER
160,150,160,160,160,HGEA-N-NOD-PM-SBR-VER
150,160,150,160,160,HGEA-N-NOD-PM-SBR-VER
150,160,150,160,150,HGEA-N-NOD-PM-SBR-VER
236,223,167,234,203,HGEA-N-NOD-PM-SBR-VER
211,204,202,205,203,HGEA-N-NOD-PM-SBR-VER
145,249,225,212,207,HGEA-N-NOD-PM-SBR-VER
163,241,208,152,247,HGEA-N-NOD-PM-SBR-VER
215,208,207,200,201,HGEA-N-NOD-PM-SBR-VER
201,204,200,199,198,HGEA-N-NOD-PM-SBR-VER
204,200,194,200,199,HGEA-N-NOD-PM-SBR-VER
201,199,197,203,202,HGEA-N-NOD-PM-SBR-VER
200,203,202,207,207,HGEA-N-NOD-PM-SBR-VER
205,206,209,206,201,HGEA-N-NOD-PM-SBR-VER
205,209,207,201,203,HGEA-N-NOD-PM-SBR-VER
208,208,199,202,201,HGEA-N-NOD-PM-SBR-VER
204,199,197,200,202,HGEA-N-NOD-PM-SBR-VER
198,195,199,199,160,HGEA-N-NOD-PM-SBR-VER
235,205,203,153,242,HGEA-N-NOD-PM-SBR-VER
207,151,252,209,204,HGEA-N-NOD-PM-SBR-VER
208,208,146,244,223,HGEA-N-NOD-PM-SBR-VER
211,207,206,204,209,HGEA-N-NOD-PM-SBR-VER
206,203,204,188,222,HGEA-N-NOD-PM-SBR-VER
203,198,206,198,199,HGEA-N-NOD-PM-SBR-VER
201,198,202,199,196,HGEA-N-NOD-PM-SBR-VER
188,213,201,196,200,HGEA-N-NOD-PM-SBR-VER
202,203,198,201,208,HGEA-N-NOD-PM-SBR-VER
205,199,203,205,209,HGEA-N-NOD-PM-SBR-VER
206,204,207,207,203,HGEA-N-NOD-PM-SBR-VER
202,208,203,207,203,HGEA-N-NOD-PM-SBR-VER
205,209,200,202,200,HGEA-N-NOD-PM-SBR-VER
203,205,198,195,205,HGEA-N-NOD-PM-SBR-VER
196,197,199,200,202,HGEA-N-NOD-PM-SBR-VER
201,198,202,206,201,HGEA-N-NOD-PM-SBR-VER
199,202,204,208,204,HGEA-N-NOD-PM-SBR-VER
202,212,206,204,210,HGEA-N-NOD-PM-SBR-VER
207,209,205,141,249,HGEA-N-NOD-PM-SBR-VER
230,203,204,178,231,HGEA-N-NOD-PM-SBR-VER
203,167,219,222,200,HGEA-N-NOD-PM-SBR-VER
182,215,201,202,151,HGEA-N-NOD-PM-SBR-VER
228,155,237,222,198,HGEA-N-NOD-PM-SBR-VER
200,202,201,199,202,HGEA-N-NOD-PM-SBR-VER
146,239,221,205,206,HGEA-N-NOD-PM-SBR-VER
208,201,202,210,207,HGEA-N-NOD-PM-SBR-VER
200,206,206,207,206,HGEA-N-NOD-PM-SBR-VER
200,207,205,201,200,HGEA-N-NOD-PM-SBR-VER
201,202,201,199,198,HGEA-N-NOD-PM-SBR-VER
205,200,197,201,200,HGEA-N-NOD-PM-SBR-VER
205,200,200,206,207,HGEA-N-NOD-PM-SBR-VER
201,203,206,209,204,HGEA-N-NOD-PM-SBR-VER
205,207,212,207,204,HGEA-N-NOD-PM-SBR-VER
207,208,209,203,203,HGEA-N-NOD-PM-SBR-VER
209,202,198,201,202,HGEA-N-NOD-PM-SBR-VER
200,197,194,203,199,HGEA-N-NOD-PM-SBR-VER
195,197,197,202,200,HGEA-N-NOD-PM-SBR-VER
196,199,205,202,196,HGEA-N-NOD-PM-SBR-VER
200,143,244,226,202,HGEA-N-NOD-PM-SBR-VER
209,205,202,206,204,HGEA-N-NOD-PM-SBR-VER
205,203,201,206,206,HGEA-N-NOD-PM-SBR-VER
200,203,202,209,203,HGEA-N-NOD-PM-SBR-VER
201,201,207,202,198,HGEA-N-NOD-PM-SBR-VER
197,198,202,196,195,HGEA-N-NOD-PM-SBR-VER
202,201,197,194,198,HGEA-N-NOD-PM-SBR-VER
200,202,196,200,206,HGEA-N-NOD-PM-SBR-VER
201,200,202,201,208,HGEA-N-NOD-PM-SBR-VER
201,202,209,206,204,HGEA-N-NOD-PM-SBR-VER
205,204,211,173,232,HGEA-N-NOD-PM-SBR-VER
207,207,203,197,148,HGEA-N-NOD-PM-SBR-VER
235,226,200,197,203,HGEA-N-NOD-PM-SBR-VER
147,229,219,196,145,HGEA-N-NOD-PM-SBR-VER
234,219,188,216,200,HGEA-N-NOD-PM-SBR-VER
198,204,204,148,244,HGEA-N-NOD-PM-SBR-VER
216,211,206,200,206,HGEA-N-NOD-PM-SBR-VER
203,208,206,203,209,HGEA-N-NOD-PM-SBR-VER
208,205,205,206,204,HGEA-N-NOD-PM-SBR-VER
206,197,204,192,211,HGEA-N-NOD-PM-SBR-VER
195,199,197,202,194,HGEA-N-NOD-PM-SBR-VER
196,202,201,195,200,HGEA-N-NOD-PM-SBR-VER
201,203,203,198,202,HGEA-N-NOD-PM-SBR-VER
208,203,201,204,206,HGEA-N-NOD-PM-SBR-VER
209,208,206,212,205,HGEA-N-NOD-PM-SBR-VER
205,209,205,209,201,HGEA-N-NOD-PM-SBR-VER
200,208,205,200,203,HGEA-N-NOD-PM-SBR-VER
202,206,201,199,202,HGEA-N-NOD-PM-SBR-VER
204,144,228,223,183,HGEA-N-NOD-PM-SBR-VER
219,197,193,204,199,HGEA-N-NOD-PM-SBR-VER
196,199,200,201,200,HGEA-N-NOD-PM-SBR-VER
199,204,203,201,197,HGEA-N-NOD-PM-SBR-VER
203,205,205,160,235,HGEA-N-NOD-PM-SBR-VER
215,206,199,203,200,HGEA-N-NOD-PM-SBR-VER
198,201,199,200,201,HGEA-N-NOD-PM-SBR-VER
198,197,199,149,232,HGEA-N-NOD-PM-SBR-VER
223,201,204,199,145,HGEA-N-NOD-PM-SBR-VER
233,219,204,199,200,HGEA-N-NOD-PM-SBR-VER
204,207,202,201,205,HGEA-N-NOD-PM-SBR-VER
210,210,204,204,211,HGEA-N-NOD-PM-SBR-VER
205,202,204,202,205,HGEA-N-NOD-PM-SBR-VER
198,198,205,200,191,HGEA-N-NOD-PM-SBR-VER
196,200,202,196,197,HGEA-N-NOD-PM-SBR-VER
196,198,197,193,198,HGEA-N-NOD-PM-SBR-VER
200,201,198,197,207,HGEA-N-NOD-PM-SBR-VER
200,200,210,200,210,HGEA-N-NOD-PM-SBR-VER
210,200,200,210,210,HGEA-N-NOD-PM-SBR-VER
200,210,210,200,210,HGEA-N-NOD-PM-SBR-VER
210,210,200,200,200,HGEA-N-NOD-PM-SBR-VER
210,210,200,190,210,HGEA-N-NOD-PM-SBR-VER
200,200,200,200,200,HGEA-N-NOD-PM-SBR-VER
210,190,210,200,160,HGEA-N-NOD-PM-SBR-VER
230,210,200,200,200,HGEA-N-NOD-PM-SBR-VER
200,210,210,170,230,HGEA-N-NOD-PM-SBR-VER
210,200,210,200,140,HGEA-N-NOD-PM-SBR-VER
240,230,150,240,220,HGEA-N-NOD-PM-SBR-VER
200,160,230,220,200,HGEA-N-NOD-PM-SBR-VER
200,200,200,140,230,HGEA-N-NOD-PM-SBR-VER
220,200,200,190,190,HGEA-N-NOD-PM-SBR-VER
200,200,140,220,220,HGEA-N-NOD-PM-SBR-VER
210,190,200,150,230,HGEA-N-NOD-PM-SBR-VER
220,200,200,200,210,HGEA-N-NOD-PM-SBR-VER
200,200,200,200,200,HGEA-N-NOD-PM-SBR-VER
210,200,200,210,190,HGEA-N-NOD-PM-SBR-VER
200,200,200,200,210,HGEA-N-NOD-PM-SBR-VER
210,200,200,200,200,HGEA-N-NOD-PM-SBR-VER
210,200,200,200,200,HGEA-N-NOD-PM-SBR-VER
210,200,200,200,200,HGEA-N-NOD-PM-SBR-VER
200,200,200,200,200,HGEA-N-NOD-PM-SBR-VER
200,200,200,200,200,HGEA-N-NOD-PM-SBR-VER
210,200,190,200,200,HGEA-N-NOD-PM-SBR-VER
200,200,200,200,200,HGEA-N-NOD-PM-SBR-VER
200,190,200,200,200,HGEA-N-NOD-PM-SBR-VER
190,200,200,200,200,HGEA-N-NOD-PM-SBR-VER
190,200,190,210,170,HGEA-N-NOD-PM-SBR-VER
220,200,200,190,200,HGEA-N-NOD-PM-SBR-VER
200,200,180,220,150,HGEA-N-NOD-PM-SBR-VER
240,220,200,200,200,HGEA-N-NOD-PM-SBR-VER
160,230,210,150,230,HGEA-N-NOD-PM-SBR-VER
220,210,200,200,200,HGEA-N-NOD-PM-SBR-VER
200,190,210,190,200,HGEA-N-NOD-PM-SBR-VER
200,200,200,200,190,HGEA-N-NOD-PM-SBR-VER
200,200,190,200,200,HGEA-N-NOD-PM-SBR-VER
200,200,190,200,200,HGEA-N-NOD-PM-SBR-VER
200,200,200,200,210,HGEA-N-NOD-PM-SBR-VER
200,190,210,200,200,HGEA-N-NOD-PM-SBR-VER
200,200,200,200,200,HGEA-N-NOD-PM-SBR-VER
210,200,200,200,200,HGEA-N-NOD-PM-SBR-VER
200,200,200,190,210,HGEA-N-NOD-PM-SBR-VER
200,190,200,200,200,HGEA-N-NOD-PM-SBR-VER
200,200,200,200,200,HGEA-N-NOD-PM-SBR-VER
150,240,210,200,140,HGEA-N-NOD-PM-SBR-VER
240,220,200,200,200,HGEA-N-NOD-PM-SBR-VER
210,200,200,200,150,HGEA-N-NOD-PM-SBR-VER
240,220,210,200,200,HGEA-N-NOD-PM-SBR-VER
210,200,200,210,200,HGEA-N-NOD-PM-SBR-VER
200,150,230,230,200,HGEA-N-NOD-PM-SBR-VER
200,210,140,230,220,HGEA-N-NOD-PM-SBR-VER
200,200,190,200,200,HGEA-N-NOD-PM-SBR-VER
200,200,200,200,200,HGEA-N-NOD-PM-SBR-VER
200,200,140,240,210,HGEA-N-NOD-PM-SBR-VER
200,200,200,200,200,HGEA-N-NOD-PM-SBR-VER
200,210,200,200,200,HGEA-N-NOD-PM-SBR-VER
210,200,200,210,200,HGEA-N-NOD-PM-SBR-VER
210,200,200,210,200,HGEA-N-NOD-PM-SBR-VER
210,200,200,200,200,HGEA-N-NOD-PM-SBR-VER
160,110,70,380,70,B-VT-VF-VFL-ASYS
190,70,170,70,70,B-VT-VF-VFL-ASYS
130,60,130,80,60,B-VT-VF-VFL-ASYS
70,160,160,60,70,B-VT-VF-VFL-ASYS
70,60,180,70,120,B-VT-VF-VFL-ASYS
60,390,60,70,60,B-VT-VF-VFL-ASYS
130,130,60,80,60,B-VT-VF-VFL-ASYS
180,110,70,60,180,B-VT-VF-VFL-ASYS
50,110,60,60,120,B-VT-VF-VFL-ASYS
50,70,60,50,60,B-VT-VF-VFL-ASYS
110,60,50,60,110,B-VT-VF-VFL-ASYS
60,50,110,60,60,B-VT-VF-VFL-ASYS
50,120,50,60,110,B-VT-VF-VFL-ASYS
60,50,60,100,100,B-VT-VF-VFL-ASYS
60,150,60,100,80,B-VT-VF-VFL-ASYS
100,110,50,100,100,B-VT-VF-VFL-ASYS
110,100,50,50,110,B-VT-VF-VFL-ASYS
60,110,50,60,60,B-VT-VF-VFL-ASYS
60,100,140,70,100,B-VT-VF-VFL-ASYS
110,110,100,110,50,B-VT-VF-VFL-ASYS
50,110,110,110,100,B-VT-VF-VFL-ASYS
50,110,50,110,100,B-VT-VF-VFL-ASYS
110,50,110,50,50,B-VT-VF-VFL-ASYS
110,150,190,80,50,B-VT-VF-VFL-ASYS
100,80,80,130,60,B-VT-VF-VFL-ASYS
50,110,110,150,110,B-VT-VF-VFL-ASYS
230,50,90,110,120,B-VT-VF-VFL-ASYS
60,50,40,60,110,B-VT-VF-VFL-ASYS
100,50,110,50,110,B-VT-VF-VFL-ASYS
50,50,60,50,150,B-VT-VF-VFL-ASYS
100,110,60,100,90,B-VT-VF-VFL-ASYS
120,50,100,50,110,B-VT-VF-VFL-ASYS
50,100,100,60,110,B-VT-VF-VFL-ASYS
100,50,110,50,100,B-VT-VF-VFL-ASYS
50,50,50,110,50,B-VT-VF-VFL-ASYS
110,50,100,50,100,B-VT-VF-VFL-ASYS
60,50,100,60,100,B-VT-VF-VFL-ASYS
110,50,50,110,100,B-VT-VF-VFL-ASYS
60,40,110,50,50,B-VT-VF-VFL-ASYS
110,50,100,60,110,B-VT-VF-VFL-ASYS
50,50,60,40,60,B-VT-VF-VFL-ASYS
50,60,50,60,60,B-VT-VF-VFL-ASYS
50,60,60,60,50,B-VT-VF-VFL-ASYS
60,60,60,50,60,B-VT-VF-VFL-ASYS
60,50,60,60,60,B-VT-VF-VFL-ASYS
50,60,60,110,60,B-VT-VF-VFL-ASYS
120,50,200,130,60,B-VT-VF-VFL-ASYS
50,110,60,60,80,B-VT-VF-VFL-ASYS
30,50,110,60,50,B-VT-VF-VFL-ASYS
60,60,50,110,60,B-VT-VF-VFL-ASYS
60,110,60,50,60,B-VT-VF-VFL-ASYS
60,50,170,60,50,B-VT-VF-VFL-ASYS
60,60,110,60,120,B-VT-VF-VFL-ASYS
50,110,60,110,60,B-VT-VF-VFL-ASYS
110,120,110,60,60,B-VT-VF-VFL-ASYS
110,60,60,50,70,B-VT-VF-VFL-ASYS
50,60,170,120,60,B-VT-VF-VFL-ASYS
60,100,60,60,60,B-VT-VF-VFL-ASYS
120,60,50,70,50,B-VT-VF-VFL-ASYS
120,60,60,50,60,B-VT-VF-VFL-ASYS
60,120,60,60,120,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,60,70,B-VT-VF-VFL-ASYS
60,60,60,60,60,B-VT-VF-VFL-ASYS
60,60,60,70,60,B-VT-VF-VFL-ASYS
60,70,70,70,70,B-VT-VF-VFL-ASYS
70,60,60,70,60,B-VT-VF-VFL-ASYS
70,60,60,70,60,B-VT-VF-VFL-ASYS
60,70,70,60,60,B-VT-VF-VFL-ASYS
70,70,60,70,320,B-VT-VF-VFL-ASYS
70,60,70,60,60,B-VT-VF-VFL-ASYS
70,70,60,70,60,B-VT-VF-VFL-ASYS
60,130,190,70,60,B-VT-VF-VFL-ASYS
70,60,60,70,60,B-VT-VF-VFL-ASYS
70,60,70,300,120,B-VT-VF-VFL-ASYS
60,440,180,70,160,B-VT-VF-VFL-ASYS
120,70,130,120,60,B-VT-VF-VFL-ASYS
60,70,110,100,230,B-VT-VF-VFL-ASYS
100,90,100,60,180,B-VT-VF-VFL-ASYS
180,60,70,60,60,B-VT-VF-VFL-ASYS
70,110,70,140,100,B-VT-VF-VFL-ASYS
40,140,80,40,250,B-VT-VF-VFL-ASYS
60,70,100,70,60,B-VT-VF-VFL-ASYS
80,80,240,110,60,B-VT-VF-VFL-ASYS
40,70,60,240,80,B-VT-VF-VFL-ASYS
60,120,120,130,60,B-VT-VF-VFL-ASYS
170,90,100,120,80,B-VT-VF-VFL-ASYS
70,110,60,190,60,B-VT-VF-VFL-ASYS
110,70,130,120,60,B-VT-VF-VFL-ASYS
80,120,90,140,70,B-VT-VF-VFL-ASYS
180,60,70,70,160,B-VT-VF-VFL-ASYS
80,60,200,100,70,B-VT-VF-VFL-ASYS
70,70,130,130,80,B-VT-VF-VFL-ASYS
130,70,140,170,180,B-VT-VF-VFL-ASYS
70,170,70,130,90,B-VT-VF-VFL-ASYS
40,50,120,120,120,B-VT-VF-VFL-ASYS
140,130,120,130,70,B-VT-VF-VFL-ASYS
110,120,140,120,150,B-VT-VF-VFL-ASYS
100,60,190,140,130,B-VT-VF-VFL-ASYS
160,70,40,80,60,B-VT-VF-VFL-ASYS
70,70,60,70,70,B-VT-VF-VFL-ASYS
60,60,60,70,110,B-VT-VF-VFL-ASYS
60,70,70,100,110,B-VT-VF-VFL-ASYS
60,30,160,40,110,B-VT-VF-VFL-ASYS
70,70,50,120,70,B-VT-VF-VFL-ASYS
120,90,100,70,130,B-VT-VF-VFL-ASYS
60,60,60,60,150,B-VT-VF-VFL-ASYS
100,60,130,70,110,B-VT-VF-VFL-ASYS
130,120,180,100,170,B-VT-VF-VFL-ASYS
80,150,70,120,60,B-VT-VF-VFL-ASYS
190,50,70,130,180,B-VT-VF-VFL-ASYS
40,80,70,90,130,B-VT-VF-VFL-ASYS
70,70,90,60,80,B-VT-VF-VFL-ASYS
110,70,60,50,120,B-VT-VF-VFL-ASYS
110,60,120,110,120,B-VT-VF-VFL-ASYS
110,170,50,60,80,B-VT-VF-VFL-ASYS
70,80,120,110,110,B-VT-VF-VFL-ASYS
60,70,60,150,40,B-VT-VF-VFL-ASYS
70,60,50,90,40,B-VT-VF-VFL-ASYS
70,70,70,60,70,B-VT-VF-VFL-ASYS
70,70,60,60,80,B-VT-VF-VFL-ASYS
30,100,60,70,60,B-VT-VF-VFL-ASYS
60,60,70,70,70,B-VT-VF-VFL-ASYS
70,70,80,80,130,B-VT-VF-VFL-ASYS
140,180,160,40,90,B-VT-VF-VFL-ASYS
100,30,140,120,80,B-VT-VF-VFL-ASYS
70,260,50,80,70,B-VT-VF-VFL-ASYS
130,60,70,130,90,B-VT-VF-VFL-ASYS
110,70,70,80,60,B-VT-VF-VFL-ASYS
70,70,130,70,80,B-VT-VF-VFL-ASYS
200,70,180,80,70,B-VT-VF-VFL-ASYS
80,30,100,70,80,B-VT-VF-VFL-ASYS
70,70,70,80,410,B-VT-VF-VFL-ASYS
50,270,130,60,30,B-VT-VF-VFL-ASYS
90,170,180,100,100,B-VT-VF-VFL-ASYS
180,90,140,130,180,B-VT-VF-VFL-ASYS
60,130,70,170,130,B-VT-VF-VFL-ASYS
60,120,60,120,90,B-VT-VF-VFL-ASYS
160,60,60,120,60,B-VT-VF-VFL-ASYS
60,80,70,60,70,B-VT-VF-VFL-ASYS
60,60,120,60,110,B-VT-VF-VFL-ASYS
60,180,110,50,70,B-VT-VF-VFL-ASYS
70,70,60,110,120,B-VT-VF-VFL-ASYS
70,60,100,40,70,B-VT-VF-VFL-ASYS
70,80,70,70,70,B-VT-VF-VFL-ASYS
70,70,70,70,70,B-VT-VF-VFL-ASYS
70,60,80,70,70,B-VT-VF-VFL-ASYS
130,380,80,70,310,B-VT-VF-VFL-ASYS
70,80,110,130,130,B-VT-VF-VFL-ASYS
160,40,180,120,230,B-VT-VF-VFL-ASYS
60,70,100,110,70,B-VT-VF-VFL-ASYS
70,60,60,60,70,B-VT-VF-VFL-ASYS
90,80,130,160,70,B-VT-VF-VFL-ASYS
